speciesId	compartment	initialConcentration	solver	annotation1	annotation2	annotation3	annotation4	annotation5	annotation6	annotation7	annotation8	annotation9	annotation10	annotation11	annotation12	annotation13
cyt_mixed_p_HGF__MET__HGF__MET__PIK3C__PIK3R__PIP2_	Cytoplasm	1.42E-26	Deterministic	CHEBI:18348	P14210	P08581										
cyt_mixed_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PIK3C__PIK3R__PIP2_	Cytoplasm	3.63E-41	Deterministic	P09619	CHEBI:18348	P01133										
cyt_mixed_p_PDGFB__PDGFRB__PDGFRB__PIK3C__PIK3R__PIP2_	Cytoplasm	5.42E-38	Deterministic	P09619	CHEBI:18348	P01133										
cyt_mixed_p_FGF__FGFR__FGF__FGFR__PIK3C__PIK3R__PIP2_	Cytoplasm	8.64E-31	Deterministic	P21802	P11362	P05230	P09038	CHEBI:18348								
cyt_mixed_p_FGF__FGFR__FGFR__PIK3C__PIK3R__PIP2_	Cytoplasm	2.24E-15	Deterministic	P21802	P11362	P05230	P09038	CHEBI:18348								
cyt_mixed_p_IGF__IGF1R__IGF1R__IRS__PIK3C__PIK3R__PIP2_	Cytoplasm	1.11E-18	Deterministic	Q9Y4H2	P01344	CHEBI:18348	P35568	P05019	P08069							
cyt_mixed_p_INS__INSR__INSR__IRS__PIK3C__PIK3R__PIP2_	Cytoplasm	2.03E-16	Deterministic	Q9Y4H2	CHEBI:18348	P06213	P35568	P01308								
cyt_mixed_p_IGF__IGF1R__IGF1R__IGF__IRS__PIK3C__PIK3R__PIP2_	Cytoplasm	1.31E-37	Deterministic	Q9Y4H2	P01344	CHEBI:18348	P35568	P05019	P08069							
cyt_mixed_p_INS__INSR__INSR__INS__IRS__PIK3C__PIK3R__PIP2_	Cytoplasm	9.33E-34	Deterministic	Q9Y4H2	CHEBI:18348	P06213	P35568	P01308								
cyt_mixed_p_EGF__EGFR__ERBB2__PIK3C2A__PIP_	Cytoplasm	1.55E-181	Deterministic	P04626	P01133	P00533										
cyt_mixed_p_EGF__EGFR__EGFRvIII__PIK3C2A__PIP_	Cytoplasm	2.85E-193	Deterministic	P00533	P01133	VAR_066493										
cyt_mixed_p_EGF__EGFR__EGFR__PIK3C2A__PIP_	Cytoplasm	1.92E-181	Deterministic	P00533	P01133											
cyt_mixed_p_EGF__EGFR__EGF__EGFR__PIK3C2A__PIP_	Cytoplasm	4.50E-199	Deterministic	P00533	P01133											
cyt_mixed_p_EGF__EGFR__ERBB3__PIK3C2A__PIP_	Cytoplasm	1.75E-181	Deterministic	P00533	P01133	P21860										
cyt_mixed_p_EGF__EGFR__NRG1__ERBB3__PIK3C2A__PIP_	Cytoplasm	9.09E-197	Deterministic	P00533	Q02297	P21860	P01133									
cyt_mixed_p_EGF__EGFR__ERBB4__PIK3C2A__PIP_	Cytoplasm	8.40E-210	Deterministic	P00533	P01133	Q15303										
cyt_mixed_p_EGF__EGFR__NRG1__ERBB4__PIK3C2A__PIP_	Cytoplasm	9.06E-225	Deterministic	P00533	Q02297	Q15303	P01133									
cyt_mixed_p_ERBB2__NRG1__ERBB3__PIK3C2A__PIP_	Cytoplasm	1.46E-180	Deterministic	Q02297	P04626	P21860										
cyt_mixed_p_NRG1__ERBB3__EGFRvIII__PIK3C2A__PIP_	Cytoplasm	1.62E-191	Deterministic	P21860	Q02297											
cyt_mixed_p_EGFR__NRG1__ERBB3__PIK3C2A__PIP_	Cytoplasm	1.41E-179	Deterministic	Q02297	P00533	P21860										
cyt_mixed_p_NRG1__ERBB3__ERBB4__PIK3C2A__PIP_	Cytoplasm	3.03E-208	Deterministic	Q02297	P21860	Q15303										
cyt_mixed_p_NRG1__ERBB3__NRG1__ERBB4__PIK3C2A__PIP_	Cytoplasm	1.90E-223	Deterministic	Q02297	P21860	Q15303										
cyt_mixed_p_ERBB2__NRG1__ERBB4__PIK3C2A__PIP_	Cytoplasm	3.05E-208	Deterministic	Q02297	P04626	Q15303										
cyt_mixed_p_NRG1__ERBB4__EGFRvIII__PIK3C2A__PIP_	Cytoplasm	2.72E-219	Deterministic	Q15303	Q02297											
cyt_mixed_p_EGFR__NRG1__ERBB4__PIK3C2A__PIP_	Cytoplasm	2.36E-207	Deterministic	Q02297	P00533	Q15303										
cyt_mixed_p_ERBB3__NRG1__ERBB4__PIK3C2A__PIP_	Cytoplasm	2.81E-208	Deterministic	Q02297	P21860	Q15303										
cyt_mixed_p_NRG1__ERBB4__ERBB4__PIK3C2A__PIP_	Cytoplasm	5.91E-236	Deterministic	Q15303	Q02297											
cyt_mixed_p_NRG1__ERBB4__NRG1__ERBB4__PIK3C2A__PIP_	Cytoplasm	2.02E-251	Deterministic	Q15303	Q02297											
cyt_mixed_p_HGF__MET__MET__PIK3C2A__PIP_	Cytoplasm	7.10E-178	Deterministic	P14210	P08581											
cyt_mixed_p_HGF__MET__HGF__MET__PIK3C2A__PIP_	Cytoplasm	1.13E-191	Deterministic	P14210	P08581											
cyt_mixed_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PIK3C2A__PIP_	Cytoplasm	2.92E-206	Deterministic	P09619	P01133											
cyt_mixed_p_PDGFRB__PDGFRB__PDGFRB__PIK3C2A__PIP_	Cytoplasm	4.35E-203	Deterministic	P09619	P01127											
cyt_mixed_p_FGF__FGFR__FGF__FGFR__PIK3C2A__PIP_	Cytoplasm	6.89E-196	Deterministic	P21802	P11362	P05230	P09038									
cyt_mixed_p_FGF__FGFR__FGFR__PIK3C2A__PIP_	Cytoplasm	1.79E-180	Deterministic	P21802	P11362	P05230	P09038									
cyt_mixed_p_IGF__IGF1R__IGF1R__IRS__PIK3C2A__PIP_	Cytoplasm	8.90E-184	Deterministic	P35568	P01344	P05019	Q9Y4H2	P08069								
cyt_mixed_p_INS__INSR__INSR__IRS__PIK3C2A__PIP_	Cytoplasm	1.63E-181	Deterministic	P35568	P06213	Q9Y4H2	P01308									
cyt_mixed_p_IGF__IGF1R__IGF1R__IGF__IRS__PIK3C2A__PIP_	Cytoplasm	1.05E-202	Deterministic	P35568	P01344	P05019	Q9Y4H2	P08069								
cyt_mixed_p_INS__INSR__INSR__INS__IRS__PIK3C2A__PIP_	Cytoplasm	7.49E-199	Deterministic	P35568	P06213	Q9Y4H2	P01308									
cyt_prot_IRS_	Cytoplasm	0.9354614267	Deterministic	P35568	Q9Y4H2											
cyt_prot_SPRY2_	Cytoplasm	0.01808573061	Deterministic	O43597												
cyt_prot_CBL_	Cytoplasm	5.299368504	Deterministic	P22681												
cyt_prot_GRB2_	Cytoplasm	60.84451487	Deterministic	P62993												
cyt_prot_GRB2__SOS1_	Cytoplasm	0.2810204152	Deterministic	P62993	Q07889											
cyt_prot_GRB2__p_SOS1_	Cytoplasm	0.2775355327	Deterministic	P62993	Q07889											
cyt_prot_PLCG_	Cytoplasm	2.214052426	Deterministic	P19174	P16885											
cyt_prot_PIK3C_	Cytoplasm	0.02369597331	Deterministic	P42336	P42338	P48736	O00329									
cyt_prot_PIK3R_	Cytoplasm	8.962088415	Deterministic	P27986	O00459	Q92569	Q99570									
cyt_prot_PIK3C__PIK3R_	Cytoplasm	2.010578135	Deterministic	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570					
cyt_prot_p_PIK3C__PIK3R_	Cytoplasm	0.3385135811	Deterministic	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570					
cyt_prot_PIK3C2A_	Cytoplasm	1.723235633	Deterministic	O00443												
cyt_prot_MTORC1_	Cytoplasm	2.742881957	Deterministic	P42345	Q8N122											
cyt_prot_a_MTORC1_	Cytoplasm	0.1860980378	Deterministic	P42345	Q8N122											
cyt_lipid_PIP_	Cytoplasm	9.29E-162	Deterministic	CHEBI:26036												
cyt_lipid_PtdIns3P_	Cytoplasm	7.28E-175	Deterministic	CHEBI:26034												
cyt_prot_DAG1_	Cytoplasm	7.73E-12	Deterministic	Q14118												
cyt_prot_GRP_	Cytoplasm	9.676785567	Deterministic	P07492												
cyt_prot_DAG1__GRP_	Cytoplasm	7.48E-13	Deterministic	Q14118	P07492											
cyt_mixed_RAS__GTP_	Cytoplasm	2.800104908	Deterministic	P01111	CHEBI:15996	P01116	P01112									
cyt_mixed_RAS__GDP_	Cytoplasm	161.2777085	Deterministic	P01111	P01116	CHEBI:17552	P01112									
cyt_prot_NF1_	Cytoplasm	0.7812814321	Deterministic	P21359												
cyt_prot_p_NF1_	Cytoplasm	0	Deterministic	P21359												
cyt_prot_p_RAF1_	Cytoplasm	3.223639905	Deterministic	P04049												
cyt_prot_RAF1_	Cytoplasm	3.263604692	Deterministic	P04049												
cyt_mixed_RAS__GTP__RAF1_	Cytoplasm	0.9113379923	Deterministic	P01111	CHEBI:15996	P01116	P01112									
cyt_prot_BRAF_	Cytoplasm	0.4164321594	Deterministic	P15056												
cyt_mixed_RAS__GTP__RAF1__BRAF_	Cytoplasm	0.1058145217	Deterministic	CHEBI:15996	P15056	P04049										
cyt_prot_MAP2K_	Cytoplasm	124.7698775	Deterministic	Q02750	P36507											
cyt_prot_pS222_MAP2K_	Cytoplasm	16.33498409	Deterministic	Q02750	P36507											
cyt_prot_pS222_pS226_MAP2K_	Cytoplasm	21.38149735	Deterministic	Q02750	P36507											
cyt_prot_DUSP6_	Cytoplasm	0.001983584425	Deterministic	Q16828												
nuc_prot_MAPK_	Nucleus	0.3987465828	Deterministic	Q02750	P36507											
nuc_prot_p_p_MAPK	Nucleus	7.175143579	Deterministic	Q02750	P36507											
cyt_prot_RPS6KA_	Cytoplasm	69.65112307	Deterministic	Q15418	Q15349	P51812	O75676									
cyt_prot_p_RPS6KA_	Cytoplasm	0.6886433904	Deterministic	Q15418	Q15349	P51812	O75676									
nuc_prot_p_RPS6KA_	Nucleus	1.74756681	Deterministic	Q15418	Q15349	P51812	O75676									
nuc_prot_DUSP1_	Nucleus	0.00204714573	Deterministic	P28562												
nuc_prot_p_DUSP1_	Nucleus	0.01576521236	Deterministic	P28562												
nuc_prot_FOS_	Nucleus	2.985524393	Deterministic	P01100												
nuc_prot_p_FOS_	Nucleus	0.2419661922	Deterministic	P01100												
nuc_prot_JUN_	Nucleus	2.871228268	Deterministic	P05412												
nuc_prot_p_FOS__JUN_	Nucleus	0.06914120439	Deterministic	P01100	P05412											
nuc_prot_MYC_	Nucleus	45.43934455	Deterministic	P01106												
nuc_prot_CTNNB1_	Nucleus	35.4866998	Deterministic	P35222												
cyt_prot_CTNNB1_	Cytoplasm	17.75651187	Deterministic	P35222												
cyt_prot_p_CTNNB1_	Cytoplasm	179.7919173	Deterministic	P35222												
cyt_prot_ITPK_	Cytoplasm	1.03E-12	Deterministic	P23677	P27987	Q96DU7										
cyt_lipid_PIP2_	Cytoplasm	9998.269998	Deterministic	CHEBI:18348												
cyt_lipid_PIP3_	Cytoplasm	1.607259025	Deterministic	CHEBI:16618												
cyt_prot_PTEN_	Cytoplasm	2.315664435	Deterministic	P60484												
cyt_mixed_PIP3__AKT_	Cytoplasm	0.7350983973	Deterministic	P31749	P31751	CHEBI:16618										
cyt_prot_AKT_	Cytoplasm	48.16256372	Deterministic	P31749	P31751											
cyt_prot_p_AKT_	Cytoplasm	0.03892695091	Deterministic	P31749	P31751											
cyt_prot_p_p_AKT_	Cytoplasm	0.3892919084	Deterministic	P31749	P31751											
cyt_prot_PDPK1_	Cytoplasm	11.50724922	Deterministic	O15530												
cyt_mixed_PIP3__PDK1_	Cytoplasm	0.184938312	Deterministic	CHEBI:16618	O15530											
cyt_mixed_PIP3__p_AKT_	Cytoplasm	0.06359506873	Deterministic	P31749	P31751	Q9Y243	CHEBI:16618									
cyt_prot_RICTOR_	Cytoplasm	0.1671166632	Deterministic	Q6R327												
cyt_prot_MTOR_	Cytoplasm	1.180387947	Deterministic	P42345												
cyt_prot_MTORC2_	Cytoplasm	1.839403639	Deterministic	P42345	Q8N122	Q9BVC4	Q9BPZ7									
cyt_mixed_PIP3__p_p_AKT_	Cytoplasm	0.003957820178	Deterministic	P31749	P31751	Q9Y243	CHEBI:16618									
cyt_prot_GSK3B_	Cytoplasm	40.76507343	Deterministic	P49841												
cyt_prot_p_GSK3B_	Cytoplasm	1.441831283	Deterministic	P49841												
cyt_prot_TSC1_	Cytoplasm	0.05639546773	Deterministic	Q92574												
cyt_prot_TSC2_	Cytoplasm	0.3487556372	Deterministic	P49815												
cyt_prot_p_TSC2_	Cytoplasm	0.08680177471	Deterministic	P49815												
cyt_prot_TSC1__TSC2_	Cytoplasm	0.1965771486	Deterministic	Q92574	P49815											
cyt_prot_PRKC_	Cytoplasm	20.15290048	Deterministic	P17252	P05771	P05129	Q05655									
cyt_prot_DAG1__PRKC_	Cytoplasm	1.56E-12	Deterministic	Q14118	P17252	P05771	P05129	Q05655								
cyt_prot_p_PEBP1_	Cytoplasm	1.47E-09	Deterministic	P30086												
cyt_prot_PEBP1_	Cytoplasm	1039.045014	Deterministic	P30086												
cyt_prot_PEBP1__RAF1_	Cytoplasm	0	Deterministic	P30086	P04049											
cyt_prot_MAPK_	Cytoplasm	220.5970742	Deterministic	P28482	P27361											
cyt_prot_p_MAPK	Cytoplasm	22.38543504	Deterministic	P28482	P27361											
cyt_prot_p_p_MAPK	Cytoplasm	10.87584841	Deterministic	P28482	P27361											
cyt_prot_FOXO3_	Cytoplasm	0.3011389969	Deterministic	O43524												
cyt_prot_p_FOXO3_	Cytoplasm	0.5116564989	Deterministic	O43524												
cyt_mixed_RHEB__GDP_	Cytoplasm	105.3074772	Deterministic	Q15382	CHEBI:17552											
cyt_mixed_RHEB__GTP_	Cytoplasm	0	Deterministic	Q15382	CHEBI:15996											
cyt_prot_RPTOR_	Cytoplasm	0.2956705427	Deterministic	Q8N122												
cyt_prot_RPS6KB1_	Cytoplasm	18.41546414	Deterministic	P23443												
cyt_prot_p_RPS6KB1_	Cytoplasm	1.038285311	Deterministic	P23443												
cyt_prot_EIF4EBP1_	Cytoplasm	0.6519863334	Deterministic	Q13541												
cyt_prot_p_EIF4EBP1_	Cytoplasm	1.099698471	Deterministic	Q13541												
cyt_prot_SOS1_	Cytoplasm	0.0005650214536	Deterministic	Q07889												
cyt_prot_GRB2__SOS1__p_p_MAPK	Cytoplasm	0.002778458518	Deterministic	P62993	Q07889	Q02750	P36507									
cyt_prot_RAF1__p_p_MAPK	Cytoplasm	0.03226741766	Deterministic	P04049	Q02750	P36507										
cyt_mixed_RAS__GDP__DAG1__GRP_	Cytoplasm	1.10E-13	Deterministic	P01111	P01116	P01112	CHEBI:17552	Q14118	P07492							
cyt_mixed_RAS__GTP__NF1_	Cytoplasm	0.003646114536	Deterministic	P01111	CHEBI:15996	P01116	P01112	P21359								
cyt_prot_NF1__p_p_MAPK	Cytoplasm	0	Deterministic	P21359	Q02750	P36507										
cyt_mixed_MAP2K__RAS__GTP__RAF1__BRAF_	Cytoplasm	0.2200407289	Deterministic	Q02750	P36507	CHEBI:15996	P15056	P04049								
cyt_mixed_pS222_MAP2K__RAS__GTP__RAF1__BRAF_	Cytoplasm	0.02880792928	Deterministic	Q02750	P36507	CHEBI:15996	P15056	P04049								
cyt_prot_MAPK__pS222_pS226_MAP2K	Cytoplasm	2.358343832	Deterministic	Q02750	P36507	P27361	P28482									
cyt_prot_pT202_MAPK_pS222_pS226_MAP2K	Cytoplasm	0.2393166493	Deterministic	Q02750	P36507	P27361	P28482									
cyt_prot_RPS6KA__p_p_MAPK	Cytoplasm	0.6886479027	Deterministic	Q15418	Q15349	P51812	O75676	P27361	P28482							
nuc_prot_p_RPS6KA__DUSP1_	Nucleus	3.25E-06	Deterministic	Q15418	Q15349	P51812	O75676	P28562								
nuc_prot_pT202_pY204_MAPK_DUSP1_	Nucleus	1.34E-05	Deterministic	P27361	P28482	P28562										
nuc_prot_FOS__p_RPS6KA_	Nucleus	0.004741987248	Deterministic	P01100	Q15418	Q15349	P51812	O75676								
nuc_prot_FOS__p_p_MAPK	Nucleus	0.0194696072	Deterministic	P01100	P27361	P28482										
cyt_prot_PEBP1__DAG1__PRKC_	Cytoplasm	1.47E-12	Deterministic	P30086	Q14118	P17252	P05771	P05129	Q05655							
cyt_mixed_PIP3__PTEN_	Cytoplasm	0.003383520066	Deterministic	CHEBI:16618	P60484											
cyt_mixed_PIP3__AKT__PIP3__PDK1_	Cytoplasm	0.0004531593108	Deterministic	CHEBI:16618	P31751	P31749	O15530	Q9Y243								
cyt_mixed_PIP3__p_AKT__MTORC2_	Cytoplasm	0.0003899231479	Deterministic	P31749	Q9Y243	CHEBI:16618	P31751									
cyt_prot_GSK3B__p_p_AKT_	Cytoplasm	0.01442675343	Deterministic	P31749	P31751	Q9Y243										
cyt_prot_TSC2__p_p_AKT_	Cytoplasm	0.0006788367848	Deterministic	Q9Y243	P31751	P31749	P49815									
cyt_prot_TSC2__p_p_MAPK	Cytoplasm	0.001896455965	Deterministic	P49815	P28482	P27361										
cyt_mixed_RHEB__GTP__TSC_	Cytoplasm	0	Deterministic	Q15382	CHEBI:15996	Q92574	P49815									
cyt_prot_EIF4EBP1__a_MTORC1_	Cytoplasm	0.001103027667	Deterministic	Q13541	P42345	Q8N122										
cyt_prot_RPS6KB1__a_MTORC1_	Cytoplasm	0.003115521642	Deterministic	P23443	P42345	Q8N122										
cyt_prot_FOXO3__p_p_AKT_	Cytoplasm	0.0005328652799	Deterministic	P31749	P31751	Q9Y243										
cyt_prot_PIK3C__PIK3R__a_MTORC1_	Cytoplasm	0.0003401418026	Deterministic	P42336	P42338	P48736	O00329	P27986	O00459	Q92569	Q99570	P42345	Q8N122			
cyt_prot_pT202_MAPK_DUSP6_	Cytoplasm	4.04E-05	Deterministic	P28482	P27361	Q16828										
cyt_prot_pT202_pY204_MAPK_DUSP6_	Cytoplasm	0	Deterministic	P28482	P27361	Q16828										
cyt_prot_pT202_pY204_MAPK_p_DUSP1_	Cytoplasm	0.0001027622895	Deterministic	P28482	P27361	P28562										
cyt_mixed__RAS__GTP__BRAF_	Cytoplasm	0.1161464233	Deterministic	P01111	CHEBI:15996	P01116	P01112	P15056								
cyt_mixed__RAS__GTP__BRAF__BRAF_	Cytoplasm	0.001348969533	Deterministic	P01111	CHEBI:15996	P01116	P01112	P15056								
cyt_mixed__MAP2K__RAS__GTP__BRAF__BRAF_	Cytoplasm	0.00153009651	Deterministic	Q02750	P36507	P01111	P01116	P01112	CHEBI:15996	P15056						
cyt_mixed_pS222_MAP2K__RAS__GTP__BRAF__BRAF_	Cytoplasm	0.0002003216054	Deterministic	Q02750	P36507	P01111	P01116	P01112	CHEBI:15996	P15056						
cyt_prot_EIF4E_	Cytoplasm	235.6398262	Deterministic	P06730												
cyt_prot_EIF4EBP1__EIF4E_	Cytoplasm	15.3170243	Deterministic	Q13541	P06730											
cyt_mixed__RAS__GTP__RAF1__RAF1_	Cytoplasm	0.08304725671	Deterministic	P01111	CHEBI:15996	P01116	P01112	P04049								
cyt_mixed_MAP2K__RAS__GTP__RAF1__RAF1_	Cytoplasm	0.5180873096	Deterministic	Q02750	P36507	P01111	CHEBI:15996	P01116	P01112	P04049						
cyt_mixed_pS222_MAP2K__RAS__GTP__RAF1__RAF1_	Cytoplasm	0.06782845453	Deterministic	Q02750	P36507	P01111	P01116	P01112	CHEBI:15996	P04049						
nuc_prot_FOXO3_	Nucleus	9.030426687	Deterministic	O43524												
cyt_imp_MAP2Kinhibitor_	Cytoplasm	0	Deterministic	Q02750	P36507											
cyt_mixed_MAP2Kinhibitor__pS222_pS226_MAP2K	Cytoplasm	0	Deterministic	Q02750	P36507											
cyt_imp_AKTinhibitor_	Cytoplasm	0	Deterministic	P31749	P31751											
cyt_mixed_AKTinhibitor_AKT_	Cytoplasm	0	Deterministic	P31749	P31751											
cyt_mrna_TOTAL	Cytoplasm	37.68942105	Deterministic	ChEBI:33699												
cyt_mixed_EIF4E__mrna_TOTAL	Cytoplasm	88.80980732	Deterministic	ChEBI:33699	P06730											
cyt_prot_IFNGR_	Cytoplasm	0.7885015722	Deterministic	P38484												
cyt_prot_JAK_	Cytoplasm	12.90983459	Deterministic	P23458	O60674											
cyt_prot_IFNGR__JAK_	Cytoplasm	20.35697717	Deterministic	P38484	P23458	O60674										
cyt_prot_IFNG__IFNGR__JAK_	Cytoplasm	0	Deterministic	P01579	P38484	P23458	O60674									
cyt_prot_IFNG__IFNGR__JAK__IFNGR__JAK_	Cytoplasm	0	Deterministic	P01579	P38484	P23458	O60674									
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK_	Cytoplasm	0	Deterministic	P01579	P38484	P23458	O60674									
cyt_prot_STAT1_	Cytoplasm	27.33330844	Deterministic	P42224												
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__STAT1_	Cytoplasm	0	Deterministic	P01579	P38484	P23458	O60674	P42224								
cyt_prot_p_STAT1_	Cytoplasm	0	Deterministic	P42224												
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__p_STAT1_	Cytoplasm	0	Deterministic	P01579	P38484	P23458	O60674	P42224								
cyt_prot_p_STAT1__p_STAT1_	Cytoplasm	0	Deterministic	P42224												
cyt_prot_PTPN11_	Cytoplasm	56.22284261	Deterministic	Q06124-2												
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__PTPN11_	Cytoplasm	0	Deterministic	P01579	P38484	P23458	O60674	Q06124-2								
cyt_prot_PTPN1_	Cytoplasm	28.11142131	Deterministic	P18031												
cyt_prot_p_STAT1__PTPN1_	Cytoplasm	0	Deterministic	P42224	P18031											
cyt_prot_STAT1__p_STAT1_	Cytoplasm	0	Deterministic	P42224												
nuc_prot_p_STAT1__p_STAT1_	Nucleus	0	Deterministic	P42224												
nuc_prot_p_STAT1_	Nucleus	0	Deterministic	P42224												
nuc_prot_PTPN2_	Nucleus	28.11142131	Deterministic	P17706-2												
nuc_prot_p_STAT1__PTPN2_	Nucleus	0	Deterministic	P42224	P17706-2											
nuc_prot_STAT1_	Nucleus	0	Deterministic	P42224												
nuc_prot_STAT1__p_STAT1_	Nucleus	0	Deterministic	P42224												
cyt_prot_SOCS1_	Cytoplasm	0	Deterministic	O15524												
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__SOCS1_	Cytoplasm	0	Deterministic	P01579	P38484	P23458	O60674	O15524								
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__PTPN11__SOCS1__STAT1_	Cytoplasm	0	Deterministic	P01579	P38484	P23458	O60674	Q06124-2	O15524	P42224						
cyt_prot_p_STAT1__p_STAT1__PTPN1_	Cytoplasm	0	Deterministic	P42224	P18031											
nuc_prot_p_STAT1__p_STAT1__PTPN2_	Nucleus	0	Deterministic	P42224	P17706-2											
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__SOCS1__STAT1_	Cytoplasm	0	Deterministic	P01579	P38484	P23458	O60674	O15524	P42224							
ext_prot_IFNG_	Extracellular	0	Deterministic	P01579												
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__PTPN11__STAT1_	Cytoplasm	0	Deterministic	P01579	P38484	P23458	O60674	Q06124-2	P42224							
cyt_prot_pY_IFNG__IFNGR__JAK__IFNGR__JAK__PTPN11__SOCS1_	Cytoplasm	0	Deterministic	P01579	P38484	P23458	O60674	Q06124-2	O15524							
cyt_prot_IFNG__INFGR_	Cytoplasm	0	Deterministic	P01579	P38484											
cyt_mrna_TP53_201_	Cytoplasm	0.002529984	Stochastic	ENST00000269305.9												
cyt_mrna_MDM2_202_	Cytoplasm	0.0158124	Stochastic	ENST00000258149.11												
cyt_mrna_PPM1D_201_	Cytoplasm	0.0006324961	Stochastic	ENST00000305921.8												
cyt_mrna_ATM_229_	Cytoplasm	0.0009487441	Stochastic	ENST00000675843.1												
cyt_mrna_ATR_201_	Cytoplasm	0.0006324961	Stochastic	ENST00000350721.9												
cyt_mrna_RB1_201_	Cytoplasm	0.005376217	Stochastic	ENST00000267163.6												
cyt_mrna_E2F1_201_	Cytoplasm	0.005376217	Stochastic	ENST00000343380.6												
cyt_mrna_E2F2_203_	Cytoplasm	0.005376217	Stochastic	ENST00000634683.2												
cyt_mrna_E2F3_201_	Cytoplasm	0.005376217	Stochastic	ENST00000346618.8												
cyt_mrna_CCND1_201_	Cytoplasm	0.001897488	Stochastic	ENST00000227507.3												
cyt_mrna_CCND2_201_	Cytoplasm	0.000316248	Stochastic	ENST00000261254.8												
cyt_mrna_CCND3_203_	Cytoplasm	0.0006324961	Stochastic	ENST00000372991.9												
cyt_mrna_CCNE1_201_	Cytoplasm	0.005376217	Stochastic	ENST00000262643.8												
cyt_mrna_CCNE2_201_	Cytoplasm	0.005376217	Stochastic	ENST00000308108.9												
cyt_mrna_SKP2_202_	Cytoplasm	0.005376217	Stochastic	ENST00000274255.11												
cyt_mrna_CDC25A_201_	Cytoplasm	0.005376217	Stochastic	ENST00000302506.8												
cyt_mrna_CDC25B_201_	Cytoplasm	0.005376217	Stochastic	ENST00000245960.10												
cyt_mrna_CDC25C_201_	Cytoplasm	0.005376217	Stochastic	ENST00000323760.11												
cyt_mrna_CCNA2_201_	Cytoplasm	0.005376217	Stochastic	ENST00000274026.10												
cyt_mrna_CDKN1B_201_	Cytoplasm	0.005376217	Stochastic	ENST00000228872.9												
cyt_mrna_CDH1_201_	Cytoplasm	0.005376217	Stochastic	ENST00000261769.10												
cyt_mrna_CCNB1_201_	Cytoplasm	0.005376217	Stochastic	ENST00000256442.10												
cyt_mrna_CDC20_201_	Cytoplasm	0.005376217	Stochastic	ENST00000310955.11												
cyt_mrna_WEE1_202_	Cytoplasm	0.005376217	Stochastic	ENST00000450114.7												
cyt_mrna_CHEK1_204_	Cytoplasm	0.005376217	Stochastic	ENST00000438015.7												
cyt_mrna_CDKN1A_201_	Cytoplasm	0.003794976	Stochastic	ENST00000244741.10												
cyt_mrna_CDK1_203_	Cytoplasm	0.01391491	Stochastic	ENST00000395284.8												
cyt_mrna_CDK2_201_	Cytoplasm	0.0006324961	Stochastic	ENST00000266970.9												
cyt_mrna_CDK4_201_	Cytoplasm	0.003478728	Stochastic	ENST00000257904.11												
cyt_mrna_CDK6_202_	Cytoplasm	0.002213736	Stochastic	ENST00000424848.3												
cyt_mrna_TNFSF10_201_	Cytoplasm	0	Stochastic	ENST00000241261.7												
cyt_mrna_TNFRSF10A_201_	Cytoplasm	0.000316248	Stochastic	ENST00000221132.8												
cyt_mrna_TNFRSF10B_201_	Cytoplasm	0.004111224	Stochastic	ENST00000276431.9												
cyt_mrna_CFLAR_201_	Cytoplasm	0.00316248	Stochastic	ENST00000309955.8												
cyt_mrna_CASP8_218_	Cytoplasm	0.002529984	Stochastic	ENST00000673742.1												
cyt_mrna_CASP10_202_	Cytoplasm	0.00158124	Stochastic	ENST00000286186.11												
cyt_mrna_BFAR_201_	Cytoplasm	0.01138493	Stochastic	ENST00000261658.7												
cyt_mrna_CASP3_201_	Cytoplasm	0.004111224	Stochastic	ENST00000308394.9												
cyt_mrna_CASP7_203_	Cytoplasm	0.007273705	Stochastic	ENST00000369318.8												
cyt_mrna_CASP6_201_	Cytoplasm	0.008538697	Stochastic	ENST00000265164.7												
cyt_mrna_XIAP_202_	Cytoplasm	0.00158124	Stochastic	ENST00000371199.8												
cyt_mrna_PARP1_203_	Cytoplasm	0.006641209	Stochastic	ENST00000366794.10												
cyt_mrna_BID_211_	Cytoplasm	0.00474372	Stochastic	ENST00000622694.5												
cyt_mrna_BCL2_201_	Cytoplasm	0	Stochastic	ENST00000333681.5												
cyt_mrna_BCL2L1_201_	Cytoplasm	0.0009487441	Stochastic	ENST00000307677.5												
cyt_mrna_MCL1_202_	Cytoplasm	0.006641209	Stochastic	ENST00000369026.3												
cyt_mrna_BAX_202_	Cytoplasm	0.0009487441	Stochastic	ENST00000345358.12												
