reactionId	solver	compartment	r ; p	ratelaw
vRPd2_18	Deterministic	Cytoplasm	cyt_prot_SPRY2__NRG1__ERBB4__ERBB4_ ;	kRPd2_18_1*cyt_prot_SPRY2__NRG1__ERBB4__ERBB4_
vRPd2_19	Deterministic	Cytoplasm	cyt_prot_SPRY2__NRG1__ERBB4__NRG1__NRG4_ ;	kRPd2_19_1*cyt_prot_SPRY2__NRG1__ERBB4__NRG1__NRG4_
vRPd2_20	Deterministic	Cytoplasm	cyt_prot_SPRY2__HGF__MET__MET_ ;	kRPd2_20_1*cyt_prot_SPRY2__HGF__MET__MET_
vRPd2_21	Deterministic	Cytoplasm	cyt_prot_SPRY2__HGF__MET__HGF__MET_ ;	kRPd2_21_1*cyt_prot_SPRY2__HGF__MET__HGF__MET_
vRPd2_22	Deterministic	Cytoplasm	cyt_prot_SPRY2__PDGFB__PDGFRB__PDGFB__PDGFRB_ ;	kRPd2_22_1*cyt_prot_SPRY2__PDGFB__PDGFRB__PDGFB__PDGFRB_
vRPd2_23	Deterministic	Cytoplasm	cyt_prot_SPRY2__PDGFB__PDGFRB__PDGFRB_ ;	kRPd2_23_1*cyt_prot_SPRY2__PDGFB__PDGFRB__PDGFRB_
vRPd2_24	Deterministic	Cytoplasm	cyt_prot_SPRY2__FGF__FGFR__FGF__FGFR_ ;	kRPd2_24_1*cyt_prot_SPRY2__FGF__FGFR__FGF__FGFR_
vRPd2_25	Deterministic	Cytoplasm	cyt_prot_SPRY2__FGF__FGFR__FGFR_ ;	kRPd2_25_1*cyt_prot_SPRY2__FGF__FGFR__FGFR_
vRPd2_26	Deterministic	Cytoplasm	cyt_prot_SPRY2__IGF__IGF1R__IGF1R_ ;	kRPd2_26_1*cyt_prot_SPRY2__IGF__IGF1R__IGF1R_
vRPd2_27	Deterministic	Cytoplasm	cyt_prot_SPRY2__INS__INSR__INSR_ ;	kRPd2_27_1*cyt_prot_SPRY2__INS__INSR__INSR_
vRPd2_28	Deterministic	Cytoplasm	cyt_prot_SPRY2__IGF__IGF1R__IGF1R__IGF_ ;	kRPd2_28_1*cyt_prot_SPRY2__IGF__IGF1R__IGF1R__IGF_
vRPd2_29	Deterministic	Cytoplasm	cyt_prot_SPRY2__INS__INSR__INSR__INS_ ;	kRPd2_29_1*cyt_prot_SPRY2__INS__INSR__INSR__INS_
vRPd3_1	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__ERBB2_ ;	kRPd3_1_1*cyt_prot_in_EGF__EGFR__ERBB2_
vRPd3_2	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__EGFRvIII_ ;	kRPd3_2_1*cyt_prot_in_EGF__EGFR__EGFRvIII_
vRPd3_3	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__EGFR_ ;	kRPd3_3_1*cyt_prot_in_EGF__EGFR__EGFR_
vRPd3_4	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__EGF__EGFR_ ;	kRPd3_4_1*cyt_prot_in_EGF__EGFR__EGF__EGFR_
vRPd3_5	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__ERBB3_ ;	kRPd3_5_1*cyt_prot_in_EGF__EGFR__ERBB3_
vRPd3_6	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__NRG1__ERBB3_ ;	kRPd3_6_1*cyt_prot_in_EGF__EGFR__NRG1__ERBB3_
vRPd3_7	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__ERBB4_ ;	kRPd3_7_1*cyt_prot_in_EGF__EGFR__ERBB4_
vRPd3_8	Deterministic	Cytoplasm	cyt_prot_in_EGF__EGFR__NRG1__ERBB4_ ;	kRPd3_8_1*cyt_prot_in_EGF__EGFR__NRG1__ERBB4_
vRPd3_9	Deterministic	Cytoplasm	cyt_prot_in_ERBB2__NRG1__ERBB3_ ;	kRPd3_9_1*cyt_prot_in_ERBB2__NRG1__ERBB3_
vRPd3_10	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB3__EGFRvIII_ ;	kRPd3_10_1*cyt_prot_in_NRG1__ERBB3__EGFRvIII_
vRPd3_11	Deterministic	Cytoplasm	cyt_prot_in_EGFR__NRG1__ERBB3_ ;	kRPd3_11_1*cyt_prot_in_EGFR__NRG1__ERBB3_
vRPd3_12	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB3__ERBB4_ ;	kRPd3_12_1*cyt_prot_in_NRG1__ERBB3__ERBB4_
vRPd3_13	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB3__NRG1__ERBB4_ ;	kRPd3_13_1*cyt_prot_in_NRG1__ERBB3__NRG1__ERBB4_
vRPd3_14	Deterministic	Cytoplasm	cyt_prot_in_ERBB2__NRG1__ERBB4_ ;	kRPd3_14_1*cyt_prot_in_ERBB2__NRG1__ERBB4_
vRPd3_15	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB4__EGFRvIII_ ;	kRPd3_15_1*cyt_prot_in_NRG1__ERBB4__EGFRvIII_
vRPd3_16	Deterministic	Cytoplasm	cyt_prot_in_EGFR__NRG1__ERBB4_ ;	kRPd3_16_1*cyt_prot_in_EGFR__NRG1__ERBB4_
vRPd3_17	Deterministic	Cytoplasm	cyt_prot_in_ERBB3__NRG1__ERBB4_ ;	kRPd3_17_1*cyt_prot_in_ERBB3__NRG1__ERBB4_
vRPd3_18	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB4__ERBB4_ ;	kRPd3_18_1*cyt_prot_in_NRG1__ERBB4__ERBB4_
vRPd3_19	Deterministic	Cytoplasm	cyt_prot_in_NRG1__ERBB4__NRG1__ERBB4_ ;	kRPd3_19_1*cyt_prot_in_NRG1__ERBB4__NRG1__ERBB4_
vRPd3_20	Deterministic	Cytoplasm	cyt_prot_in_HGF__MET__MET_ ;	kRPd3_20_1*cyt_prot_in_HGF__MET__MET_
vRPd3_21	Deterministic	Cytoplasm	cyt_prot_in_HGF__MET__HGF__MET_ ;	kRPd3_21_1*cyt_prot_in_HGF__MET__HGF__MET_
vRPd3_22	Deterministic	Cytoplasm	cyt_prot_in_PDGFB__PDGFRB__PDGFB__PDGFRB_ ;	kRPd3_22_1*cyt_prot_in_PDGFB__PDGFRB__PDGFB__PDGFRB_
vRPd3_23	Deterministic	Cytoplasm	cyt_prot_in_PDGFB__PDGFRB__PDGFRB_ ;	kRPd3_23_1*cyt_prot_in_PDGFB__PDGFRB__PDGFRB_
vRPd3_24	Deterministic	Cytoplasm	cyt_prot_in_FGF__FGFR__FGF__FGFR_ ;	kRPd3_24_1*cyt_prot_in_FGF__FGFR__FGF__FGFR_
vRPd3_25	Deterministic	Cytoplasm	cyt_prot_in_FGF__FGFR__FGF_ ;	kRPd3_25_1*cyt_prot_in_FGF__FGFR__FGF_
vRPd3_26	Deterministic	Cytoplasm	cyt_prot_in_IGF__IGF1R__IGF1R_ ;	kRPd3_26_1*cyt_prot_in_IGF__IGF1R__IGF1R_
vRPd3_27	Deterministic	Cytoplasm	cyt_prot_in_INS__INSR__INSR_ ;	kRPd3_27_1*cyt_prot_in_INS__INSR__INSR_
vRPd3_28	Deterministic	Cytoplasm	cyt_prot_in_IGF__ILGFR1__ILGFR1__IGF_ ;	kRPd3_28_1*cyt_prot_in_IGF__ILGFR1__ILGFR1__IGF_
vRPd3_29	Deterministic	Cytoplasm	cyt_prot_in_INSR__INSR__INS_ ;	kRPd3_29_1*cyt_prot_in_INSR__INSR__INS_
vRPd4_1	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__ERBB2_ ;	kRPd4_1_1*cyt_prot_in_p_EGF__EGFR__ERBB2_
vRPd4_2	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__EGFRvIII_ ;	kRPd4_2_1*cyt_prot_in_p_EGF__EGFR__EGFRvIII_
vRPd4_3	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__EGFR_ ;	kRPd4_3_1*cyt_prot_in_p_EGF__EGFR__EGFR_
vRPd4_4	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__EGF__EGFR_ ;	kRPd4_4_1*cyt_prot_in_p_EGF__EGFR__EGF__EGFR_
vRPd4_5	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__ERBB3_ ;	kRPd4_5_1*cyt_prot_in_p_EGF__EGFR__ERBB3_
vRPd4_6	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__NRG1__ERBB3_ ;	kRPd4_6_1*cyt_prot_in_p_EGF__EGFR__NRG1__ERBB3_
vRPd4_7	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__ERBB4_ ;	kRPd4_7_1*cyt_prot_in_p_EGF__EGFR__ERBB4_
vRPd4_8	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__NRG1__ERBB4_ ;	kRPd4_8_1*cyt_prot_in_p_EGF__EGFR__NRG1__ERBB4_
vRPd4_9	Deterministic	Cytoplasm	cyt_prot_in_p_ERBB2__NRG1__ERBB3_ ;	kRPd4_9_1*cyt_prot_in_p_ERBB2__NRG1__ERBB3_
vRPd4_10	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB3__EGFRvIII_ ;	kRPd4_10_1*cyt_prot_in_p_NRG1__ERBB3__EGFRvIII_
vRPd4_11	Deterministic	Cytoplasm	cyt_prot_in_p_EGFR__NRG1__ERBB3_ ;	kRPd4_11_1*cyt_prot_in_p_EGFR__NRG1__ERBB3_
vRPd4_12	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB3__ERBB4_ ;	kRPd4_12_1*cyt_prot_in_p_NRG1__ERBB3__ERBB4_
vRPd4_13	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB3__NRG1__ERBB4_ ;	kRPd4_13_1*cyt_prot_in_p_NRG1__ERBB3__NRG1__ERBB4_
vRPd4_14	Deterministic	Cytoplasm	cyt_prot_in_p_ERBB2__NRG1__ERBB4_ ;	kRPd4_14_1*cyt_prot_in_p_ERBB2__NRG1__ERBB4_
vRPd4_15	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB4__EGFRvIII_ ;	kRPd4_15_1*cyt_prot_in_p_NRG1__ERBB4__EGFRvIII_
vRPd4_16	Deterministic	Cytoplasm	cyt_prot_in_p_EGFR__NRG1__ERBB4_ ;	kRPd4_16_1*cyt_prot_in_p_EGFR__NRG1__ERBB4_
vRPd4_17	Deterministic	Cytoplasm	cyt_prot_in_p_ERBB3__NRG1__ERBB4_ ;	kRPd4_17_1*cyt_prot_in_p_ERBB3__NRG1__ERBB4_
vRPd4_18	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB4__ERBB4_ ;	kRPd4_18_1*cyt_prot_in_p_NRG1__ERBB4__ERBB4_
vRPd4_19	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB4__NRG1__ERBB4_ ;	kRPd4_19_1*cyt_prot_in_p_NRG1__ERBB4__NRG1__ERBB4_
vRPd4_20	Deterministic	Cytoplasm	cyt_prot_in_p_HGF_MET__MET_ ;	kRPd4_20_1*cyt_prot_in_p_HGF_MET__MET_
vRPd4_21	Deterministic	Cytoplasm	cyt_prot_in_p_HGF__MET__HGF__MET_ ;	kRPd4_21_1*cyt_prot_in_p_HGF__MET__HGF__MET_
vRPd4_22	Deterministic	Cytoplasm	cyt_prot_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB_ ;	kRPd4_22_1*cyt_prot_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB_
vRPd4_23	Deterministic	Cytoplasm	cyt_prot_in_p_PDGFB__PDGFRB__PDGFRB_ ;	kRPd4_23_1*cyt_prot_in_p_PDGFB__PDGFRB__PDGFRB_
vRPd4_24	Deterministic	Cytoplasm	cyt_prot_in_p_FGF__FGFR__FGF__FGFR_ ;	kRPd4_24_1*cyt_prot_in_p_FGF__FGFR__FGF__FGFR_
vRPd4_25	Deterministic	Cytoplasm	cyt_prot_in_p_FGF__FGFR__FGFR_ ;	kRPd4_25_1*cyt_prot_in_p_FGF__FGFR__FGFR_
vRPd4_26	Deterministic	Cytoplasm	cyt_prot_in_p_IGF__IGF1R__IGF1R_ ;	kRPd4_26_1*cyt_prot_in_p_IGF__IGF1R__IGF1R_
vRPd4_27	Deterministic	Cytoplasm	cyt_prot_in_p_INS__INSR__INSR_ ;	kRPd4_27_1*cyt_prot_in_p_INS__INSR__INSR_
vRPd4_28	Deterministic	Cytoplasm	cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF_ ;	kRPd4_28_1*cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF_
vRPd4_29	Deterministic	Cytoplasm	cyt_prot_in_p_INS__INSR__INSR__INS_ ;	kRPd4_29_1*cyt_prot_in_p_INS__INSR__INSR__INS_
vRPd4_30	Deterministic	Cytoplasm	cyt_prot_in_p_IGF__IGF1R__IGF1R__IRS_ ;	kRPd4_30_1*cyt_prot_in_p_IGF__IGF1R__IGF1R__IRS_
vRPd4_31	Deterministic	Cytoplasm	cyt_prot_in_p_INS__INSR__INSR__IRS_ ;	kRPd4_31_1*cyt_prot_in_p_INS__INSR__INSR__IRS_
vRPd4_32	Deterministic	Cytoplasm	cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF__IRS_ ;	kRPd4_32_1*cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF__IRS_
vRPd4_33	Deterministic	Cytoplasm	cyt_prot_in_p_INS__INSR__INSR__INS__IRS_ ;	kRPd4_33_1*cyt_prot_in_p_INS__INSR__INSR__INS__IRS_
vRPd5_1	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB2__GRB2__SOS1_ ;	kRPd5_1_1*cyt_prot_p_EGF__EGFR__ERBB2__GRB2__SOS1_
vRPd5_2	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFRvIII__GRB2__SOS1_ ;	kRPd5_2_1*cyt_prot_p_EGF__EGFR__EGFRvIII__GRB2__SOS1_
vRPd5_3	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFR__GRB2__SOS1_ ;	kRPd5_3_1*cyt_prot_p_EGF__EGFR__EGFR__GRB2__SOS1_
vRPd5_4	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1_ ;	kRPd5_4_1*cyt_prot_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1_
vRPd5_5	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB3__GRB2__SOS1_ ;	kRPd5_5_1*cyt_prot_p_EGF__EGFR__ERBB3__GRB2__SOS1_
vRPd5_6	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1_ ;	kRPd5_6_1*cyt_prot_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1_
vRPd5_7	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB4__GRB2__SOS1_ ;	kRPd5_7_1*cyt_prot_p_EGF__EGFR__ERBB4__GRB2__SOS1_
vRPd5_8	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd5_8_1*cyt_prot_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1_
vRPd5_9	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB3__GRB2__SOS1_ ;	kRPd5_9_1*cyt_prot_p_ERBB2__NRG1__ERBB3__GRB2__SOS1_
vRPd5_10	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1_ ;	kRPd5_10_1*cyt_prot_p_NRG1__ERBB3__EGFRvIII__GRB2__SOS1_
vRPd5_11	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB3__GRB2__SOS1_ ;	kRPd5_11_1*cyt_prot_p_EGFR__NRG1__ERBB3__GRB2__SOS1_
vRPd5_12	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__ERBB4__GRB2__SOS1_ ;	kRPd5_12_1*cyt_prot_p_NRG1__ERBB3__ERBB4__GRB2__SOS1_
vRPd5_13	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd5_13_1*cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1_
vRPd5_14	Deterministic	Cytoplasm	cyt_prot_p_ERBB2__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd5_14_1*cyt_prot_p_ERBB2__NRG1__ERBB4__GRB2__SOS1_
vRPd5_15	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1_ ;	kRPd5_15_1*cyt_prot_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1_
vRPd5_16	Deterministic	Cytoplasm	cyt_prot_p_EGFR__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd5_16_1*cyt_prot_p_EGFR__NRG1__ERBB4__GRB2__SOS1_
vRPd5_17	Deterministic	Cytoplasm	cyt_prot_p_ERBB3__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd5_17_1*cyt_prot_p_ERBB3__NRG1__ERBB4__GRB2__SOS1_
vRPd5_18	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__ERBB4__GRB2__SOS1_ ;	kRPd5_18_1*cyt_prot_p_NRG1__ERBB4__ERBB4__GRB2__SOS1_
vRPd5_19	Deterministic	Cytoplasm	cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd5_19_1*cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1_
vRPd5_20	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__MET__GRB2__SOS1_ ;	kRPd5_20_1*cyt_prot_p_HGF__MET__MET__GRB2__SOS1_
vRPd5_21	Deterministic	Cytoplasm	cyt_prot_p_HGF__MET__HGF__MET__GRB2__SOS1_ ;	kRPd5_21_1*cyt_prot_p_HGF__MET__HGF__MET__GRB2__SOS1_
vRPd5_22	Deterministic	Cytoplasm	cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1_ ;	kRPd5_22_1*cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1_
vRPd5_23	Deterministic	Cytoplasm	cyt_prot_p__PDGFB__PDGFRB__PDGFRB__GRB2__SOS1_ ;	kRPd5_23_1*cyt_prot_p__PDGFB__PDGFRB__PDGFRB__GRB2__SOS1_
vRPd5_24	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1_ ;	kRPd5_24_1*cyt_prot_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1_
vRPd5_25	Deterministic	Cytoplasm	cyt_prot_p_FGF__FGFR__FGFR__GRB2__SOS1_ ;	kRPd5_25_1*cyt_prot_p_FGF__FGFR__FGFR__GRB2__SOS1_
vRPd5_26	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IRS__GRB2__SOS1_ ;	kRPd5_26_1*cyt_prot_p_IGF__IGF1R__IGF1R__IRS__GRB2__SOS1_
vRPd5_27	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__IRS__GRB2__SOS1_ ;	kRPd5_27_1*cyt_prot_p_INS__INSR__INSR__IRS__GRB2__SOS1_
vRPd5_28	Deterministic	Cytoplasm	cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1_ ;	kRPd5_28_1*cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1_
vRPd5_29	Deterministic	Cytoplasm	cyt_prot_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1_ ;	kRPd5_29_1*cyt_prot_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1_
vRPd6_1	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__ERBB2__GRB2__SOS1_ ;	kRPd6_1_1*cyt_prot_in_p_EGF__EGFR__ERBB2__GRB2__SOS1_
vRPd6_2	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__EGFRvIII__GRB2__SOS1_ ;	kRPd6_2_1*cyt_prot_in_p_EGF__EGFR__EGFRvIII__GRB2__SOS1_
vRPd6_3	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__EGFR__GRB2__SOS1_ ;	kRPd6_3_1*cyt_prot_in_p_EGF__EGFR__EGFR__GRB2__SOS1_
vRPd6_4	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1_ ;	kRPd6_4_1*cyt_prot_in_p_EGF__EGFR__EGF__EGFR__GRB2__SOS1_
vRPd6_5	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__ERBB3__GRB2__SOS1_ ;	kRPd6_5_1*cyt_prot_in_p_EGF__EGFR__ERBB3__GRB2__SOS1_
vRPd6_6	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1_ ;	kRPd6_6_1*cyt_prot_in_p_EGF__EGFR__NRG1__ERBB3__GRB2__SOS1_
vRPd6_7	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__ERBB4__GRB2__SOS1_ ;	kRPd6_7_1*cyt_prot_in_p_EGF__EGFR__ERBB4__GRB2__SOS1_
vRPd6_8	Deterministic	Cytoplasm	cyt_prot_in_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd6_8_1*cyt_prot_in_p_EGF__EGFR__NRG1__ERBB4__GRB2__SOS1_
vRPd6_9	Deterministic	Cytoplasm	cyt_prot_in_p_ERBB2__NRG1__ERBB3__GRB2__SOS1_ ;	kRPd6_9_1*cyt_prot_in_p_ERBB2__NRG1__ERBB3__GRB2__SOS1_
vRPd6_10	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB3_EGFRvIII__GRB2__SOS1_ ;	kRPd6_10_1*cyt_prot_in_p_NRG1__ERBB3_EGFRvIII__GRB2__SOS1_
vRPd6_11	Deterministic	Cytoplasm	cyt_prot_in_p_EGFR__NRG1__ERBB3__GRB2__SOS1_ ;	kRPd6_11_1*cyt_prot_in_p_EGFR__NRG1__ERBB3__GRB2__SOS1_
vRPd6_12	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB3__ERBB4__GRB2__SOS1_ ;	kRPd6_12_1*cyt_prot_in_p_NRG1__ERBB3__ERBB4__GRB2__SOS1_
vRPd6_13	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd6_13_1*cyt_prot_in_p_NRG1__ERBB3__NRG1__ERBB4__GRB2__SOS1_
vRPd6_14	Deterministic	Cytoplasm	cyt_prot_in_p_ERBB2__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd6_14_1*cyt_prot_in_p_ERBB2__NRG1__ERBB4__GRB2__SOS1_
vRPd6_15	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1_ ;	kRPd6_15_1*cyt_prot_in_p_NRG1__ERBB4__EGFRvIII__GRB2__SOS1_
vRPd6_16	Deterministic	Cytoplasm	cyt_prot_in_p_EGFR__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd6_16_1*cyt_prot_in_p_EGFR__NRG1__ERBB4__GRB2__SOS1_
vRPd6_17	Deterministic	Cytoplasm	cyt_prot_in_p_ERBB3__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd6_17_1*cyt_prot_in_p_ERBB3__NRG1__ERBB4__GRB2__SOS1_
vRPd6_18	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB4__ERBB4__GRB2__SOS1_ ;	kRPd6_18_1*cyt_prot_in_p_NRG1__ERBB4__ERBB4__GRB2__SOS1_
vRPd6_19	Deterministic	Cytoplasm	cyt_prot_in_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1_ ;	kRPd6_19_1*cyt_prot_in_p_NRG1__ERBB4__NRG1__ERBB4__GRB2__SOS1_
vRPd6_20	Deterministic	Cytoplasm	cyt_prot_in_p_HGF__MET__MET__GRB2__SOS1_ ;	kRPd6_20_1*cyt_prot_in_p_HGF__MET__MET__GRB2__SOS1_
vRPd6_21	Deterministic	Cytoplasm	cyt_prot_in_p_HGF__MET__HGF__MET__GRB2__SOS1_ ;	kRPd6_21_1*cyt_prot_in_p_HGF__MET__HGF__MET__GRB2__SOS1_
vRPd6_22	Deterministic	Cytoplasm	cyt_prot_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1_ ;	kRPd6_22_1*cyt_prot_in_p_PDGFB__PDGFRB__PDGFB__PDGFRB__GRB2__SOS1_
vRPd6_23	Deterministic	Cytoplasm	cyt_prot_in_p_PDGFB__PDGFRB__PDGFRB__GRB2__SOS1_ ;	kRPd6_23_1*cyt_prot_in_p_PDGFB__PDGFRB__PDGFRB__GRB2__SOS1_
vRPd6_24	Deterministic	Cytoplasm	cyt_prot_in_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1_ ;	kRPd6_24_1*cyt_prot_in_p_FGF__FGFR__FGF__FGFR__GRB2__SOS1_
vRPd6_25	Deterministic	Cytoplasm	cyt_prot_in_p_FGF__FGFR__FGFR__GRB2__SOS1_ ;	kRPd6_25_1*cyt_prot_in_p_FGF__FGFR__FGFR__GRB2__SOS1_
vRPd6_26	Deterministic	Cytoplasm	cyt_prot_in_p_IGF__IGF1R__IGF1R__IRS__GRB2__SOS1_ ;	kRPd6_26_1*cyt_prot_in_p_IGF__IGF1R__IGF1R__IRS__GRB2__SOS1_
vRPd6_27	Deterministic	Cytoplasm	cyt_prot_in_p_INS__INSR__INSR__IRS__GRB2__SOS1_ ;	kRPd6_27_1*cyt_prot_in_p_INS__INSR__INSR__IRS__GRB2__SOS1_
vRPd6_28	Deterministic	Cytoplasm	cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1_ ;	kRPd6_28_1*cyt_prot_in_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1_
vRPd6_29	Deterministic	Cytoplasm	cyt_prot_in_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1_ ;	kRPd6_29_1*cyt_prot_in_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1_
vRPd7_1	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB2__PLCG_ ;	kRPd7_1_1*cyt_prot_p_EGF__EGFR__ERBB2__PLCG_
vRPd7_2	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFRvIII__PLCG_ ;	kRPd7_2_1*cyt_prot_p_EGF__EGFR__EGFRvIII__PLCG_
vRPd7_3	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGFR__PLCG_ ;	kRPd7_3_1*cyt_prot_p_EGF__EGFR__EGFR__PLCG_
vRPd7_4	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__EGF__EGFR_PLCG_ ;	kRPd7_4_1*cyt_prot_p_EGF__EGFR__EGF__EGFR_PLCG_
vRPd7_5	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__ERBB3__PLCG_ ;	kRPd7_5_1*cyt_prot_p_EGF__EGFR__ERBB3__PLCG_
vRPd7_6	Deterministic	Cytoplasm	cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PLCG_ ;	kRPd7_6_1*cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PLCG_
